"","GSM1406033","GSM1406034","GSM1406035","GSM1406036","GSM1406037","GSM1406038","GSM1406039","GSM1406040","GSM1406041","GSM1406042","GSM1406043","GSM1406044","GSM1406045","GSM1406046","GSM1406047","GSM1406048","GSM1406049","GSM1406050","GSM1406051","GSM1406052","GSM1406053","GSM1406054","GSM1406055","GSM1406056","GSM1406057","GSM1406058","GSM1406059","GSM1406060","GSM1406061","GSM1406062","GSM1406063","GSM1406064","GSM1406065","GSM1406066","GSM1406067","GSM1406068","GSM1406069","GSM1406070","GSM1406071","GSM1406072","GSM1406073","GSM1406074","GSM1406075","GSM1406076","GSM1406077","GSM1406078","GSM1406079","GSM1406080","GSM1406081","GSM1406082","GSM1406083","GSM1406084","GSM1406085","GSM1406086","GSM1406087","GSM1406088","GSM1406089","GSM1406090","GSM1406091","GSM1406092","GSM1406093","GSM1406094","GSM1406095","GSM1406096","GSM1406097","GSM1406098","GSM1406099","GSM1406100","GSM1406101","GSM1406102","GSM1406103","GSM1406104","GSM1406105","GSM1406106","GSM1406107","GSM1406108","GSM1406109","GSM1406110","GSM1406111","GSM1406112","GSM1406113","GSM1406114","GSM1406115","GSM1406116","GSM1406117","GSM1406118","GSM1406119","GSM1406120","GSM1406121","GSM1406122","GSM1406123","GSM1406124"
"LINC00621",0.6126,0.706,0.3382,0.672,1.4128,0.8431,0.5722,0.7978,0.8638,0.7499,0.516,0.4742,0.0139999,0.7902,0.5895,0.8898,1.0594,0.7241,0.5107,0.9723,0.6395,0.2297,0.6272,0.614031,0.38139,0,0.637389,0.561518,1.64853,0.382414,0,0.708892,0.80933,0.00791454,1.20484,0,1.70218,1.26343,1.66998,1.27948,0.944184,0.666451,0.211685,0.0619001,1.13863,0,0.3938,0.7704,0.7264,0,0.5051,0.8991,1.2288,0.4206,2.1884,1.2821,0.7428,0.7082,0.5452,0.848,0.9927,0,0,0.1176,0.5656,0,0.8222,0,0.727,1.5618,1.80029,1.52369,0.79869,0,0,0.648654,0.947685,1.45508,0,1.30117,1.10067,1.84321,0.747209,1.40112,0.201932,0.26106,0.642433,0.567514,0,1.14593,0.71154,1.54227
"DHFRL1",1.2052,1.3961,1.5517,0.983,1.5551,0.204,0.466,0.8379,0.8767,1.1527,0.4292,0.966,0.7007,0.875,0.4053,0,0.5131,0.7241,0.4648,0.605,0.7586,0.1648,0.7165,0.515908,0.613698,0.389466,0,0.711678,0.438472,1.06609,0,0.78881,0.967751,0.844261,0.462006,0.216473,0.819567,1.20022,0.997865,0.733139,0.966192,0.49785,0.461522,0.920782,0.452581,1.02486,1.0594,0.4574,0.6104,0.3363,0.5223,0.6484,0,0.8559,0.9004,0.9684,0.4375,0.4323,0.6064,1.2277,0.245,0.3233,0.4161,0,0.4805,0.8845,0.1759,0.6144,0.2334,1.32424,0.383802,1.70785,0.73841,0.426444,0.2818,0.217355,0.644448,1.23318,0.294045,1.1628,0.473923,0.904505,0.0173321,0.926763,0.514297,0.37695,0.634524,0.607047,0.429277,0.911684,1.17477,1.09243
"SHPK",0.784,0.6587,0.7011,1.419,1.1041,0.5986,0.1158,0.4423,0.685,0.6163,0.735,0.7941,0.8249,0.924,0.4988,0.588,0.751,0.268,0.1593,0.8065,0.952,0.18,0.7862,0.252031,0.738052,0.76256,0.772166,0.925856,0.809968,0.843361,0.473611,0.353501,0.687081,0.232358,0.993304,0.555741,0.491201,1.29604,1.20164,1.32751,1.07146,0.777023,0.413262,0.200458,1.23544,1.25463,0.8005,0,0.6224,0.3504,0.694,0.3521,0.1552,0.0955,1.2969,1.2134,0.6503,0.6658,0.9368,0.8657,0.8236,0.5481,0.4861,0.2462,0.4867,0.6434,0.6245,0.3209,0.3621,1.01379,0.627616,1.22522,1.07133,0.62979,0,0.876878,0.203893,1.38286,0,1.3234,0.491357,0.517494,0.130647,0.827704,0.624849,0.458141,0.650299,0.35176,0.510224,0.154342,0.95561,1.14371
"MAPK8IP3",0.3524,0.2387,0.4184,0.8034,0.6869,0.1856,0,0.0739002,0.0740995,0.613,0.4913,0,0.7099,0.3124,0.6128,0.4013,0.9022,0.2372,0.681,0.0951004,0.529,0.4468,0.988,0.451009,0.989384,0.89045,1.55776,0.718453,0.809968,0.807038,1.16925,0.347648,1.01207,0.74523,1.01921,0.87215,0.585113,0.982068,0.732834,0.7985,0.779942,0.714269,0.862889,0.435088,0.35335,1.22458,0.9677,1.0275,0.1877,1.0223,0.9984,0.6544,1.0763,0.0705004,0.5609,0.7384,0.923,0.3968,0.8635,0.4378,0.5996,0.5916,1.2456,0.9092,0.9108,1.0541,0.564,0.837,0.8528,1.03004,0.642493,0.785606,0.653907,0.477924,0.829739,1.02783,0.480843,1.00587,0.584927,0.33443,0.611827,0.53272,0.704779,0.622353,0.957755,1.02407,0.665902,0,0.815453,0.297475,0.689816,0.797379
"RAB13",0.2238,0.4281,0.2963,0.7212,0.5459,0.9119,0.6059,0,0.0591002,0.246,0.1215,0.3242,0,0,1.3105,0.7195,0.7233,0.6152,0.9678,0.7079,0.3812,1.024,0.39,1.30317,0.701327,0,0.1585,0.324538,0,0.663503,1.25997,0.767051,1.68564,1.15972,1.12527,1.62088,1.23909,0.22123,0.932488,0.287535,0.492112,0.906166,0,0.274042,0.268736,0,1.2889,0.6801,0,1.572,0.9484,1.5326,0.0883999,0,0.6457,0.3192,1.0106,0,0.4748,0.2748,0.2025,0.1176,0.5289,0.6973,0.9966,0.2827,0.781,1.6274,0.3723,0.621987,0.700518,0.405614,0.691487,0.279443,2.07423,0.660021,2.23312,0.579308,0.793251,0.70184,0,1.38741,0.344729,1.23065,1.14255,1.33235,1.81708,0.846078,0.812554,1.05674,1.47915,0.873617
"COQ5",0.521,0.2155,0.6975,0.2076,1.1976,0.2191,0,0.6479,0.3171,0.6063,0,0.5417,0.0288,0.2062,0.4152,0.3579,0.7309,0.2549,0.7206,0.4002,0.4536,0.205,0.4008,0.596134,0.976269,0.520451,0.99207,0.315629,0.782414,0.302664,0,0.818733,1.14407,0.0257921,0.880713,0.509996,1.40537,1.2839,1.42695,0.936528,0.589852,0.0329399,1.54086,0.142698,1.09752,0.942869,0.7863,0.726,0.8372,1.1077,0.7091,0.9483,0.445,0.4402,1.627,0.4235,0.4375,0.1583,0.5822,0.6709,0.4551,1.0627,0,0.2078,0.7589,0.8964,0.8333,0.7715,1.0278,1.49314,0.960067,1.6455,1.35844,0.189659,0.30248,0.686203,0.959035,1.26888,0.716368,0.786077,0.306734,0.844759,0.223737,1.16182,1.07202,0.422619,0.336039,0.0604858,0.414058,1.03745,1.20571,1.45924
"FBXO30",0.155,0,0.0271997,0.2076,0,0,0,0,0,0,0.0024004,0,0,0,0,0,0,0,0.0138998,0,0,0.1442,0,0.749734,1.04488,0.790154,1.12202,1.04922,0.691513,0.873784,1.00778,0.727038,0.417318,0.561347,1.2985,0,1.33952,1.44889,1.10604,1.08363,0.622555,0.467729,1.02422,0.112926,0.37375,0.398486,1.41,1.9586,0.7412,0.7033,1.2113,1.3397,1.0561,0,1.0466,0.9626,0.9565,0.4746,1.0335,0.7685,1.2185,1.0449,0.6885,1.1252,0.8146,1.0217,0.7346,1.1998,1.3915,1.00724,1.60651,1.32584,1.15442,0.841126,0.408029,0.823959,0.587079,1.32237,0.600569,1.14903,0.886772,0.984198,0.414842,1.81726,0.403782,2.09217,1.56582,0.766844,0,1.52139,1.00336,1.90794
"NICN1",0.3411,0.5882,0.4141,0.6081,0.3322,0.1794,0,0.6731,0.4495,0.3658,0.2348,0.1261,0.187,0.3347,0.5629,0.5435,0.653,0.0721998,0.74,0.5002,0.7032,0.205,0.8389,0.969552,1.13812,1.32711,0.983548,0.435606,0.594499,0.822717,0.48157,0.749405,1.09683,0.844261,1.00817,0.455875,0.760408,0.212714,0.707001,0.496295,0.570827,0.653129,1.05075,0.0409737,0.931299,1.18946,0.9031,0.6327,0.8678,0.8494,0.6267,0.9239,0.6009,0.1678,0.5609,0.6007,0.8357,0.5082,0.9368,0.7463,0.553,0.2784,0.5349,0.5364,0.6572,0.9547,0.4102,1.1718,0.9918,0.799276,0.756297,0.949403,0.93026,0.873524,0.991307,0.282544,0.465007,1.16935,0.52471,0.862298,0.433907,0.321025,0.665497,1.12336,0.78862,0.386201,0.681339,0.755161,0.88609,0.687412,1.24597,1.34215
"PGM2L1",0,0,0.5067,0.7511,0,0.3153,0.1049,0.0527,0.2228,0.646,0.7396,0.2164,0.9313,0.9571,0.8925,0.0143003,0,0.7209,0.9175,0.1423,0.7367,0.0587997,0.1385,2.135,2.08514,1.07676,0,0.73859,1.26299,0.833076,1.37553,0.554868,0.621839,1.74414,0.355621,0.981541,0.93107,0.160535,0.257472,0.409701,0.256447,0.841083,0,1.07285,0.421564,0.359515,2.1216,1.8175,0.155,0.0296001,0.6581,1.4565,0.4583,0,0.5743,0.8393,2.5231,0,0.7597,0,0.6384,0.1512,1.4376,1.678,0.7845,0,0,1.6109,0.9378,0.10711,0,1.90702,1.76575,0.452414,0.700661,0.570492,0.816553,0.838853,0.391679,0.504077,0.70444,0.904505,0,1.06075,0.380626,2.62097,1.36538,0.645526,0,1.072,1.53707,1.24112
"abParts",0.5506,0.5846,0.791,1.0686,0.2326,0.2665,0.3109,0.9007,1.6504,0.5654,0.0444002,1.1222,1.3369,1.7508,0.4894,0.9576,1.1224,2.0715,0.5769,1.0216,1.39,0.2824,0.6748,0.883634,0.67451,0,0,0,2.08054,0.59211,0.473611,1.58498,0.439125,0.932197,0,0,0,2.41604,1.15028,1.46538,1.45024,1.49686,0,0,0.192695,1.01486,1.0535,0.0363998,0,0,0.24,0,0,1.9776,1.317,0.1773,1.9745,0.8375,0.1111,1.3419,1.0223,0,0.2432,0.2927,0.4742,0.502,0.9961,0.8441,0.3621,1.31631,1.09958,1.18195,0.808497,0,0,0.170433,0,0.547949,2.27981,0.912049,0.579587,1.56822,0.271033,0.57427,0.0575533,0.386201,0.115142,0,0.524466,1.49899,0.973702,1.23588
"TOP3A",0.6357,0,0.2286,0.7804,0,0.5729,0.3935,0,0,0,0.3822,0,0.6181,0,0,0.6945,0.3417,0.3933,0.427,0.845,0,0,0.1986,0.749734,0.624949,0.984224,0.458276,0.822738,0.0412807,0.457984,0.449467,0.589993,0.533373,1.0548,0.884745,0.696584,0.629872,0.706869,0.583375,0.901258,0.98068,0.739699,1.17655,0.369456,0.860787,1.29236,0.6977,0.9018,0.8746,1.587,0.5836,1.0005,0.6748,0,0.6954,1.1591,0.7869,0.8463,0.5639,0.7431,0.9212,1.3464,0.8468,0.9504,1.0097,1.07,0.6032,0.9919,0.5266,0.664236,0.728677,0.753121,0.9961,1.10398,1.31001,0.546194,0.76575,0.749781,1.29182,0.800239,0.82966,0.303377,1.13049,0.204806,0.948337,0.981986,0.792131,1.39013,1.03528,0.83329,1.11081,0.350458
"HDDC3",0.116,0.6274,0.4228,0.6657,1.1901,0.3487,0,0.3551,0.6579,0.5411,0.1946,0.2783,0.2175,0.4757,0.4768,0.7214,0.8705,0.2416,0.6026,0.6328,0.6803,0.1338,0.5828,0.700329,1.26578,0.520451,0.899957,0.476147,0.567846,0.937577,0.72226,0.997554,1.62984,0.591669,0.45117,0.655156,0.784363,1.33187,0.853342,0.852846,0.376349,0.546693,1.01885,0.832203,0.925783,1.37284,0.9677,0.7704,0.2918,0.7782,0.5108,0.7124,0.386,0.3957,1.144,0.4648,0.4918,0.2585,0.6477,0.3732,0.4766,0.0117998,0.4355,0.5671,0.3355,0.949,0.6456,1.1084,0.7894,1.01706,0.787867,1.13229,1.15442,0.502992,0.494445,0.252822,0.465007,1.14511,0.612191,0.786077,0.401997,0.856907,0,0.995313,0.37595,0.367641,0.888383,0.619988,0.630318,0.837759,1.34659,1.56335
"FANCE",0.5651,0.9046,1.0254,0.9524,0.9469,0.5776,0.4489,0.5992,0.492,0.5757,0.4263,0.6137,0.452,0.8265,0.5479,0.6592,0.5277,0.5305,1.1118,0.7893,0.8509,0.2777,0.7122,0.41062,0.550209,0.895541,0.701162,1.11744,0.567846,0.878792,0.497358,0.749405,1.24036,0.644693,0.514998,0.696584,0.310532,1.36299,0.42817,0.650583,0.561219,0.793306,0.835683,0,0.955863,1.07864,0.863,0.3103,0.2817,0.4188,0.632,0.5435,0.3049,0.2478,0.7959,1.0385,0.962,0.2047,0.6477,0.4339,0.7664,0.2554,0.0382996,0.4813,0.8393,0.438,0.3904,0.8155,0.6702,0.862334,0.778918,1.22522,0.37912,0.854173,0,0.487853,1.0887,1.12754,0,0.679031,0.935352,1.12145,0.420097,1.09524,0.636625,0.60798,0.841059,0.70746,0.390925,0.687412,0.931129,1.07492
"CEP44",0.9447,0.5882,0.7536,0.7745,1.5208,0.5729,0.3203,0.7695,0.7541,1.299,0.1912,1.1807,0,0.8198,0.7238,0.905,0.8072,0.6887,0.00109959,0.7967,0.952,0.2248,1.1682,0.590118,0.42709,0,0.849252,0.925856,1.22937,0.898654,0.0174522,0.353501,0.696165,0,1.05544,0,1.51681,1.77522,1.77204,1.24238,0.546686,0.482868,0.307215,0.490165,0.74654,0,0.667,1.2275,0.7485,0,0.4342,0.4165,0.8829,1.1368,2.0637,1.2681,0.6088,0.9009,0,0.8716,1.0466,0.7426,0,0.0433998,0.6122,0,0.0171003,0.0656996,0.9447,1.73234,1.35877,1.95065,1.08753,0.168924,0,0.242777,0.889552,1.37097,0,1.08685,0.843303,1.46088,0.784357,1.38263,0,0,0.688995,0.0604858,0,0.965764,0.229641,1.37113
"PTCH1",0.9298,1.4802,0.8371,0.9524,0.922,0.4626,0.4575,0.3859,1.4836,1.7005,1.0542,1.1222,0.3767,1.2099,0.9324,0.8711,0.741,1.1384,1.5808,1.394,0.8611,0,1.2572,0.55966,0,0.984224,1.43184,1.10716,1.45557,0.937577,0,0.0490141,0.668739,0.193343,0.462006,0.719734,0.969888,1.7401,1.44978,0.557992,0.707754,0.278268,0,0,1.25317,0.375229,0.7053,0,0.8611,0.1634,0.7437,0.0970001,1.2493,1.4799,1.9982,1.0736,0.7807,0.2673,1.2787,0.9733,1.0985,0,0,0,1.1022,0.1984,0.1289,0,0.5082,1.54154,1.03339,1.84979,0.468424,0.718073,0,1.18822,0.877639,1.72184,0,1.07525,0.903147,1.07019,0.174838,2.15081,0,0,0.170885,0.367191,0,0.224273,0.725844,1.66436
"NXPE3",0.501,0,0.0214996,0.0481997,0.6181,0.7689,0.339,0.4193,0.5681,0.2968,0,0.416,0,0.4814,0.0691996,0.3701,0.4127,0.7617,0,1.0216,0.29,0.5753,0.5369,1.40947,0.768804,0.245391,1.15655,0.42736,0.749586,0.791187,0,0.388125,1.75248,0.240036,1.27411,1.10096,1.03124,1.20022,1.03986,1.09755,0.933053,0.621558,0.718109,0.386147,1.25976,0.327562,1.0594,1.2321,1.0717,0.8394,0.7679,1.0052,0.8564,0.934,1.2054,0.8549,1.0731,0.6921,0.9883,0.5555,0.7429,0.5291,0.3562,0.0103998,1.2639,0.7787,0.5859,0,0.9617,0.756954,0.383802,1.44858,1.22568,0.681943,0.420695,0.60619,0.981472,0.640052,0.719953,0.885728,0.451828,0.844759,0.578876,1.52855,0.785097,0,0.266098,0.272021,0.311021,0.928541,0.239643,1.3225
"FOXH1",0.1677,0.3704,0.523,0.8204,0.7083,0.4677,0,0.4584,0.7377,0.2968,0.3399,0.3106,0.7222,0.6605,0.6272,0.8399,0.8864,0.4131,0.89,0.0951004,0.8147,0.3691,1.1362,0.792274,1.52491,1.22162,1.34135,0.977603,0.720843,1.00326,0,0.416357,0.705192,0.932197,1.22087,0.942715,0.740136,1.54699,0.93046,0.311616,0,0.362529,0.285036,0.0825281,0.966647,1.30882,1.1456,0.426,0.5737,1.4233,1.0388,0.246,0.1333,0.0831003,0.9474,1.2279,0.7428,0.3018,0.8331,0,0,0.1176,0.5229,0,1.2233,0.6148,0,0.5637,1.3378,0.990736,0.39556,1.36936,1.58358,0.308171,0.731491,1.16447,0.512002,1.21997,1.00494,0.636255,0.973073,0.7437,0.065074,0.622353,1.02202,0,0.634524,0,0.678876,0.329559,0.99157,1.33236
"PDRG1",0.2719,0.6792,0.7976,0.3897,1.3463,0.0965004,0,0.3689,0.3938,0.9874,0.4059,0.2066,0.5375,0.1174,0.8564,0.5197,0.7284,0.4597,0.7439,0.6948,0.8068,0.838,0.8088,0.347835,0.743223,0.984224,0.604413,1.11231,0.725673,0.918247,0.489486,0.629117,0.775446,0.667648,0.672569,0.787035,0.496044,1.18724,0.614026,0.856943,0.0313959,0.653129,0.694745,0,0.768276,1.60714,0.7863,0.4019,0.6462,1.1687,0.9569,0.6779,0.3673,0.3342,0.677,0.6044,1.2724,0.3314,0.8484,0.3937,0.5326,0.7753,0.2505,0.1176,0.8442,0.7328,0.3602,0.5977,0.8344,0.814363,0.836121,0.713148,0.842303,0.860652,0.899271,0.686203,0.448995,0.881407,1.03404,0.944288,0.369365,0.562698,0.516465,1.07234,0.942023,0.0209026,0.820293,0.485043,0.719677,0.953463,0.697094,0.783074
"PTTG1",0.4704,0.0471001,0.1986,0.0190001,0.4059,0,0.1478,0,0.0665998,0.4393,0,0,0.4775,0,0.3017,0,0.0614004,0.2767,0.5984,0.00860023,0.2862,0.3332,0.0382004,1.54002,0.963033,1.71753,0.721807,1.10716,1.42916,1.44944,0.695135,0.438551,1.50617,0.585656,0.884745,0.792505,0.369788,1.01182,1.12035,1.17834,0.561219,0.323819,0.714794,0.874218,1.36132,0.963808,1.8337,0.4651,1.112,0.6358,0.9526,0.5626,0.3626,0.3289,1.3868,0.9305,1.7155,0.705,1.1241,0.5591,0.3732,0.301,1.1626,0.6552,1.1022,0.7851,0.2045,1.3618,0.2992,0.733335,0.267049,1.5504,0.861271,1.10943,0.024025,0.617896,0,0.90635,0,0.915306,0.770195,0.562698,0.71764,1.29139,0.705334,1.4951,0.255824,0,0.607085,1.03356,1.48336,1.00884
"DCUN1D2",0.8249,0.6621,0.8532,0.5916,0.5839,0.4878,0.4828,0.4259,0.6353,0.7499,0.516,0.6466,0.3336,0.5234,0.7023,0.7195,0.7284,0.5048,0.9277,0.6974,0.7722,0.5943,0.8488,0.55349,0.890314,0.849067,1.55489,1.11231,0.993399,0.966094,0.512975,0.676575,0.37269,0.185412,0.831424,0.363355,0.58056,0.966956,0.436769,0.944251,0.512197,0.598577,0.804839,0.344054,0.679293,0.702446,0.5788,0.7704,0.3889,0.6811,0.3532,0.4095,0.7379,0.819,0.8518,1.0302,0.973,0.5591,0.6302,0.5371,0.6823,0.8386,0.2505,0.7845,0.8246,0.8664,0.5595,0.6553,0.2667,0.676673,0.518938,0.779167,0.974486,0.519464,0.342971,0.574503,0.542503,0.982607,0,0.596235,0.655014,1.03854,0.491722,0.98309,0.723853,0.0561018,0.501709,0.607047,0.466635,0.55255,0.740007,0.946027
"TVP23B",1.0519,0.9418,0.301,0.6937,1.6339,0.71,0.8913,0.8403,0.4263,1.4242,0.1392,1.0773,0,0.5427,0.871,0.6984,0.9267,1.29,0.2214,0.7643,0.3988,0.6501,0.0382004,0.62584,0,0,1.19397,1.11231,1.38709,0.0772181,0.00646114,0.704319,0.40629,0.0781317,0.615478,0,1.24197,1.75484,1.79116,0.913111,0.784078,0.260809,0.315992,0.915043,0.471635,0,0.5283,1.099,0.5571,0,0.0235004,0.919,1.0443,1.3039,1.8902,1.1079,0.4375,0.4517,0.2783,0.7075,0.9726,0.8437,0.2284,0.0433998,0.6737,0,1.0252,0,0.3672,2.03729,1.78696,1.95922,0.226562,0.289082,0,0.71918,0.726438,1.67906,0,0.988246,1.15091,1.56822,0.3721,1.69892,0,0.37695,0.527561,0,0,1.76843,0.53597,1.53375
"WEE1",0.7161,0,0.3473,0.5343,0.2436,0.8313,0.516,0,0.9897,1.1642,0.5403,0.2783,0.0482998,1.2655,0.0859003,1.0407,0.4315,0.8045,0,1.0893,0.3527,0.0967999,0.9107,0.755121,0.465141,1.87271,0.99207,1.327,1.72289,0.529793,0.0283594,0.460409,0.783992,0.209076,0.704858,0.370686,0.585113,1.90246,1.43126,1.53607,0.631763,1.51906,0.492822,0,1.52531,0.428922,1.0535,0.1561,1.4988,0.2335,0.9653,0.3739,1.3407,0,1.6206,1.2982,1.4396,0.8952,0.8383,0.943,1.153,0,0,0.3641,1.0053,0,0.1467,0.1822,0.3621,1.19763,0.810001,1.8802,0.758784,2.38325,0,0.962,0.448995,1.43236,0.178939,1.07816,1.16456,1.37901,0.156065,1.01945,0,0,0.0332947,0,0,0.7361,1.05526,1.10398
"ELAC2",0.9335,0.2108,1.1971,0.9421,0.9911,0.4265,0.3451,0.8477,0.9354,0.6814,0.6705,0.6963,0.5166,0.705,0.7763,0.6671,0.45,0.6591,1.1673,0.4131,0.8636,0.5044,0.6341,0.888544,0.663643,1.30814,0.913482,0.656301,0.52415,0.680812,0.286385,0.775795,0.602643,0.695837,0.556033,0.897749,0.242985,0.997023,0.490068,0.631579,0.716436,1.0554,0.515859,0.112926,0.69559,0.71485,1.0173,0.1656,0.4843,1.2943,0.861,0.5242,0.4226,0.516,0.7612,0.5783,0.7992,0.3061,0.8383,0.4139,0.8403,0.2784,0.8419,0.4813,0.4929,0.2827,0.449,0.6713,0.4124,0.655885,0.911759,1.22048,0.385686,0.543827,0.494445,0.899434,0.512002,0.838853,0.284393,0.757332,0.737691,0.355684,0.339191,0.874779,0.760193,0.320169,0.235054,0.910693,0.444336,0.600672,0.861581,0.739288
"WDR74",1.2659,1.2139,1.4322,1.3227,1.4434,0.8333,0.7335,0.9312,1.3437,0.9848,0.8233,0.7136,1.062,1.0173,0.9184,0.7828,1.0391,0.9365,1.0509,0.9592,1.4179,0.6682,0.8743,0.437671,0.989384,1.33087,0.34971,0.45196,0.763746,0.888757,0.610562,0.0490141,0.553506,0.591669,0.136399,0.690738,0.141534,1.2839,0.333114,0.768367,0.481963,0.502809,0.320359,0.579949,0.632654,1.19389,0.9865,0,0.5017,0.8789,0.7534,0.2061,0,0.7262,0.4921,0.3504,0.6297,0.5412,0.6879,0.1881,0.3343,0.1345,0.3079,0.3289,0.3765,0.6075,0,0.4567,0.2884,0.721379,0.719352,0.872854,0.670133,0.667233,0.433252,0.796754,0.644448,0.313216,0.431581,0.499744,0.719313,0.635026,0.235708,0.668883,0.466709,0,0.673641,0.45647,0.86386,0.611152,0.71154,0.797379
"SAP130",0.4339,0.0312996,0.4485,0.8456,0,0.4903,0.3543,0,0.1109,0.0228996,0.1463,0.2115,0.3176,0.1536,0.5807,0.3357,0.246,0.5232,0.5107,0.2963,0.6601,0.6501,0.4997,0.868803,0.368063,1.11654,1.50811,1.34463,0.768436,0.548772,0.755463,0.629117,0.96023,0.839216,0.600845,0.568549,0.52477,0.606429,0.541468,0.664675,0.792314,0.891114,0.95567,0.0197392,0.530966,0.551557,0.9989,0.4805,0.8024,1.009,0.4281,1.1635,1.0963,0,0.7197,0.6409,1.0832,0.7713,0.7757,0.5111,1.3797,1.5333,1.1703,1.0405,1.014,0.5632,0.5772,0.6227,0.3875,0.473078,0.529649,1.18195,0.345837,1.28349,0.930606,0.73718,0.901368,0.726627,0.147338,0.640196,0.866871,0.606528,0.996204,0.807049,0.994827,0.535005,0.501709,1.17901,0.688395,0.595404,0.774818,0.515299
"MYOM2",0,0,0.4821,0,0,1.3187,0,0,2.7092,0,0,2.738,2.5279,3.5468,0,0.9784,0,0,2.8755,0,1.8611,1.1245,0,0,1.81987,3.67468,3.55952,0.606039,1.56743,1.36273,0,0.959687,0,3.55919,0,0,0,3.32721,0,0,0.532006,0,0,0,3.14735,1.60714,0,1.1236,3.2129,0,0,0,3.1804,3.2957,0,0.4276,1.4553,0,1.2055,0.836,0,0,0,0,3.0561,0.9661,0.7386,0,2.909,0.79548,0,0,1.45837,3.36722,0,0,0,3.05676,2.2241,0,0.401997,1.30999,0,1.52855,0,0,0,2.79289,1.0253,0.391663,0,3.53789
"IDH2",0.8918,0.939,0.9313,0.6308,0.6238,0.5225,0.3266,0.5457,0.7306,0.9977,0.7673,0.4782,0.66,0.3472,0.8901,0.6789,1.033,0.7367,1.1901,0.5507,0.856,0.8539,0.9163,0.55966,0.918016,1.33837,0.917961,0.553963,0.880974,0.645983,0.573806,0.487273,1.84931,0.974234,0.0456686,1.40935,0.310532,0.742801,0.0225401,0.442785,0.424834,0.584611,0.564545,0.915043,0.804794,0.921622,0.8005,0.0153999,0.471,1.1962,1.0625,0.5563,0,0.4007,0.3124,0.1674,0.7555,0.4206,0.57,0.2022,0.4184,0.5162,0.9037,0.5671,0.7328,0.5098,0.4004,0.6144,0.3045,0.0186892,0.810001,0.622543,0.143773,0.279443,0.564608,0.853965,1.26367,0.196726,0.541015,0.314836,0.711895,0.832507,0.70908,0.507562,0.806107,0.475579,0.475385,1.55417,0.756342,0.707084,0.689816,0.480261
"FAM3A",0.2083,0.275,0.6255,0.4477,0.7449,0.3586,0.0164003,0.3851,0.6737,0.3796,0.3644,0.2748,0.5528,0.621,0.7237,0.59,0.7939,0.4276,0.7404,0.3765,0.7199,0.5559,0.6727,0.559541,1.30563,0.89414,1.30291,0.836643,1.10511,0.399734,0.543531,0.21106,1.77301,1.10334,0.488735,1.28252,0.340401,0.807158,0.40206,0.662319,0.309188,0.367559,0.703332,0.684598,0.670861,1.24816,0.7597,0.5695,0.4669,1.0067,0.8472,0.5561,0.5621,0.469,0.6283,0.4627,0.9814,0.4926,0.4448,0.2599,0.3685,0.4939,0.8125,0.9026,1.0794,0.7786,0.2436,0.7597,0.9633,0.413441,0.438034,0.819747,1.22564,0.670807,0.66912,0.580265,0.456823,0.644586,1.28901,0.45922,0.702559,0.67145,0.651469,0.515672,0.938852,0.49632,0.634437,0.679462,0.656187,0.534911,0.704335,0.853687
"CHID1",0.9741,0.533,0.8339,0.4161,0.7056,0.6374,0.42,0.0312996,0.9042,0.7098,0.5667,0.00730038,1.0131,0.6529,1.3123,0.6169,0.875,0.6854,1.173,0.4942,1.0057,0.4963,1.0615,0.838677,1.2257,0.89045,0.935745,0.790951,0.944511,0.785864,0.588621,0.580045,1.06212,1.41505,0,1.29455,0.451854,0.526226,0.121861,0.602593,0.585119,0.80138,0.337702,0.874218,0.549018,0.83336,1.0771,0.8436,0.3936,1.2079,0.7041,0.6061,0.1715,0.1017,0.52,0.1773,1.3374,0.3726,0.5761,0.1257,0.2617,0.2476,0.866,0.7315,0.5176,0.5632,0.3084,0.9596,0.9515,0.359382,0.060998,0.67897,0.748634,0.486329,0.690238,0.427052,0.399865,0.243152,0.734205,0.651957,0.583656,0.303377,0.592904,0.582396,0.738499,0.501348,0.85474,0.51306,0.815453,0.932724,1.00922,0.471366
"ANKRD46",0.0622997,0.2202,0.00430012,0.7121,1.2014,0.6397,0.6288,0.3859,0.3636,0.4764,0.5295,0.2968,0.1737,0.8728,0.3195,0.8711,1.5087,0.2767,0.302,1.0131,1.3124,0.0142002,0.7122,0.464224,0.636109,0.129192,0.886304,1.01661,1.56204,0.257232,0,0.814496,0,0.240036,1.00076,0.348579,1.44348,1.51618,2.02867,1.3037,0.800504,0.44214,0.0632095,0,1.34075,0.119383,0.5111,1.0223,0.7846,0.1392,0.4993,0.1651,1.1299,0.4739,2.3153,1.5142,0.7618,0.6888,0.3729,1.0399,1.472,0.1091,0,0.2367,1.1103,0,0.5282,0,0.711,1.83393,1.4907,1.93045,1.15442,0.399998,0,0.217355,0.889552,1.69823,0,1.23494,1.02488,1.57559,0,1.38263,0.263989,0.567895,0.756137,0.38246,0,1.07578,0.503129,1.76241
